Miyako Hotel Los Angeles,E 1ST ST,328,LOS ANGELES,90012-3902,http://www.miyakoinn.com,34.04970,-118.23999
Luxe Hotel Rodeo Drive,360 N RODEO DR,BEVERLY HILLS,90210-5106,http://www.luxehotelrodeodrive.com/
