34.01596,-118.49960,"1299 Ocean Ave Santa Monica CA 90401"
34.01532,-118.49752,"1321 2nd St Santa Monica CA 90401 ( Parking structure 4 )"
34.01687,-118.49937,"1235 2nd St Santa Monica CA 90401 ( Parking structure 2 )"
