34.04278,-117.74062,"Alcott Elementary School"
33.91622,-118.18958,"I105 - I710 heading west","I105 past I710 at Atlantic. Heading toward LAX. Glen M Anderson Fwy W I 105 WB, Lynwood, USA @33.91622, 118.18958"
33.95186,-118.39783,"Trip ticket purchase location"
33.95435,-118.38591,"LAX cell phone waiting area"
34.05464,-118.25546,"Los Angeles Marriott Downtown","333 S Figueroa St","90071"
34.13423,-118.34998,"Universal Studios limo waiting area"
34.10161,-118.32951,"Approach to Graumann's Chinese Theatre from east","Hollywood & N Cahuenga Blvd"
34.12059,-118.30022,"Griffith Park Observatory Parking Lot Near Observatory"
34.07048,-117.95836,"I 10 Eb San Bernardino Fwy E, Baldwin Park, USA"
